Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,1.3269762939453125,0.519,0.9004292555809021,0.6732
2.0,0.983930103111267,0.6364,0.8252165466308594,0.67
3.0,0.873583993434906,0.6798,0.7079471268892288,0.7308
4.0,0.8116647256851196,0.6984,0.7710326689720154,0.7424
5.0,0.7455206707000732,0.729,0.6669162371635436,0.744
6.0,0.6937905805587768,0.7434,0.6302721954345704,0.766
7.0,0.6553877481460572,0.7592,0.5600500569939614,0.7952
8.0,0.6130690032958984,0.7692,0.6280084984540939,0.7796
9.0,0.6008643857002258,0.7784,0.5433160149097442,0.7924
10.0,0.5715231114387512,0.7912,0.5042314801216126,0.8268
11.0,0.5462178814888,0.802,0.7909968441009522,0.7136
12.0,0.5314747518062591,0.8038,0.495554700088501,0.8192
13.0,0.4950035043716431,0.8204,0.5044545492172241,0.828
14.0,0.4913037774085999,0.8176,0.5205994809389114,0.8304
15.0,0.4676581408500671,0.827,0.47786846232414243,0.8464
16.0,0.46582170021533964,0.8286,0.46686397294998166,0.8216
17.0,0.4162956666469574,0.8474,0.5721055164813995,0.8004
18.0,0.40972451696395873,0.8506,0.44934948148727416,0.8308
19.0,0.3809666156768799,0.8542,0.4954432517051697,0.8348
20.0,0.35851851897239684,0.8732,0.5212206804275513,0.826
21.0,0.34399298076629636,0.879,0.45916074695587156,0.8376
22.0,0.309045854473114,0.8878,0.4166647708892822,0.8604
23.0,0.28108844861984256,0.8926,0.5715217954456806,0.7936
24.0,0.24195185594558716,0.9116,0.45507860078811646,0.8496
25.0,0.23523143663406373,0.9134,0.4268485045433044,0.86
26.0,0.179146064761281,0.9342,0.49529428163170813,0.85
27.0,0.14946181092262267,0.9478,0.5377355854988098,0.842
28.0,0.17071248002052308,0.9392,0.4543427551269531,0.8656
29.0,0.14812973030805587,0.9496,0.6052559032440186,0.8356
30.0,0.08961008448898793,0.9694,0.5614360955357551,0.8424
