Epoch,train_loss,train_accuracy,val_loss,val_accuracy
1.0,0.8895185154914856,0.6582,0.6979665872573853,0.74
2.0,0.6547686133861542,0.7618,0.636918509554863,0.7692
3.0,0.5251680391311645,0.8088,0.6423552568435669,0.7804
4.0,0.41487259559631345,0.8586,0.49077053937911985,0.8216
5.0,0.292867690372467,0.9,0.8463150670051575,0.7416
6.0,0.20628397439718246,0.9306,0.6745099462509155,0.7944
7.0,0.12867066929340362,0.9564,0.6347424017906189,0.8068
8.0,0.09214086437299848,0.9716,0.5703903861314058,0.8284
9.0,0.054938720092177394,0.9846,0.695971673488617,0.8012
10.0,0.09157027725577355,0.9708,0.5500032339107245,0.8452
11.0,0.06046992137432099,0.981,0.7782284530162811,0.7928
12.0,0.04299101408421993,0.987,0.5921593431472778,0.8316
13.0,0.059474278369545934,0.9812,0.6937956756591797,0.8184
14.0,0.053086957401037214,0.9842,0.6302480454921723,0.8224
15.0,0.03796581594869494,0.9886,0.6360513921618461,0.8324
16.0,0.05675770424753428,0.9812,0.6308666600227356,0.8368
17.0,0.026346022772043943,0.9922,0.5773907085895539,0.842
18.0,0.02359654393233359,0.9936,0.7727027070999145,0.8004
19.0,0.037161032681539655,0.9886,0.7468277029514313,0.8048
20.0,0.029717236821353434,0.9912,0.6692173009872436,0.822
21.0,0.022993962226249276,0.9944,0.6265362142562866,0.8504
22.0,0.04418329190388322,0.9852,0.8645141498565674,0.8088
23.0,0.02883174716308713,0.9922,0.657617479801178,0.848
24.0,0.042090451456978914,0.9862,0.6895386173248291,0.8412
25.0,0.0357187152063474,0.9894,0.7884707633972168,0.8096
26.0,0.01866271306797862,0.995,0.6561766914844513,0.846
27.0,0.02211176296956837,0.9922,0.6970112367793918,0.832
28.0,0.020950818733498452,0.9932,0.6869003901588265,0.8376
29.0,0.026660427854955197,0.9906,0.9207067534446717,0.8012
30.0,0.049266222103312614,0.9832,0.7845995718896389,0.824
